File,anti-COVID19 mask,balaclava,scarf,other cloth,hair,handkerchief,hands,beard,glasses,head covering,other masking,COVID-19 correct
face74.png,0,0,0,0,0,0,0,0,0,0,0,0
face75.png,0,0,0,0,0,0,0,1,0,0,0,0
face76.png,0,0,0,0,0,0,0,0,0,0,0,0
face77.png,0,0,0,1,0,0,0,1,0,0,0,0
face78.png,0,0,0,0,0,0,0,1,1,0,0,0
face79.png,0,0,0,0,0,0,0,1,0,0,0,0
face80.png,0,0,0,0,0,0,0,1,1,0,0,0
face81.png,0,0,0,0,1,0,0,1,0,0,0,0
face82.png,0,0,0,0,0,0,0,1,1,0,0,0
face83.png,0,0,0,0,0,0,0,0,1,0,0,0
face84.png,0,0,0,0,0,0,0,0,1,0,0,0
face85.png,0,0,0,1,0,0,0,0,1,0,0,0
face86.png,0,0,0,0,0,0,0,0,0,0,0,0
face87.png,0,0,0,1,0,0,0,0,0,0,0,0
face88.png,0,0,0,0,1,0,0,0,0,0,1,0
face89.png,0,0,0,0,0,0,0,0,0,0,1,0
face90.png,0,0,0,0,0,0,0,0,0,0,1,0
face91.png,0,0,0,0,1,0,0,0,0,0,0,0
face92.png,0,0,0,0,1,0,0,0,0,0,0,0
face93.png,0,0,0,0,0,0,0,0,0,0,1,0
face94.png,0,0,0,0,0,0,1,0,0,0,0,0
face95.png,0,0,0,0,1,0,0,0,0,0,0,0
face96.png,0,0,0,0,1,0,0,0,0,0,1,0
face97.png,0,0,0,0,0,0,0,0,0,0,0,0
face98.png,0,0,0,0,1,0,0,0,0,0,0,0
face99.png,0,0,0,0,0,0,1,0,1,0,0,0
face100.png,0,0,0,0,0,0,0,0,0,0,0,0
face101.png,0,0,0,0,1,0,0,1,0,0,0,0
face102.png,0,0,0,0,0,0,0,0,0,0,0,0
face103.png,0,0,0,0,0,0,0,0,0,0,0,0
face104.png,0,0,0,0,1,0,0,0,0,0,0,0
face105.png,0,0,0,0,0,0,0,0,0,0,0,0
face106.png,0,0,0,0,0,0,0,0,0,0,0,0
face107.png,0,0,0,0,0,0,0,0,0,0,1,0
face108.png,0,0,0,1,0,0,0,0,0,0,0,0
face110.png,0,0,0,0,0,0,0,0,0,0,0,0
face111.png,0,0,0,0,0,0,0,0,1,0,1,0
face112.png,0,0,0,0,1,0,0,0,0,0,0,0
face113.png,0,0,0,0,1,0,0,0,1,0,0,0
face114.png,0,0,0,0,1,0,0,0,0,0,0,0
face115.png,0,0,0,0,0,0,0,0,0,0,1,0
face116.png,0,0,0,0,0,0,0,0,0,0,0,0
face117.png,0,0,0,0,1,0,0,0,0,0,0,0
face118.png,0,0,0,0,0,0,0,0,0,0,0,0
face119.png,0,0,0,0,1,0,0,0,1,0,0,0
face120.png,0,0,0,0,0,0,0,1,0,1,0,0
face121.png,0,0,0,0,0,0,0,0,0,0,0,0
face122.png,0,0,0,0,0,0,0,0,0,0,0,0
face123.png,0,0,0,0,0,0,0,0,0,0,1,0
face124.png,0,0,0,0,1,0,0,0,0,0,0,0
face125.png,0,0,0,0,0,0,0,0,0,0,0,0
face126.png,0,0,0,0,1,0,0,0,0,0,0,0
face127.png,0,0,0,0,1,0,0,0,0,0,0,0
face129.png,0,0,0,0,1,0,0,0,0,0,0,0
face130.png,0,0,0,0,0,0,0,1,0,0,0,0
face131.png,0,0,0,0,0,0,0,1,0,0,0,0
face132.png,0,0,0,0,1,0,0,0,0,0,0,0
face133.png,0,0,0,0,0,0,0,1,0,1,0,0
face134.png,0,0,0,0,0,0,0,1,0,0,0,0
face135.png,0,0,0,0,1,0,0,0,0,0,0,0
face136.png,0,0,0,0,0,0,0,1,0,0,0,0
face137.png,0,0,0,0,0,0,0,1,1,0,0,0
face138.png,0,0,0,0,0,0,0,0,0,0,1,0
face139.png,0,0,0,0,0,0,0,0,0,0,1,0
face141.png,0,0,0,0,0,0,0,0,0,0,0,0
face142.png,0,0,0,0,0,0,0,0,0,0,0,0
face143.png,0,0,0,0,0,0,0,0,0,0,0,0
face144.png,0,0,0,0,0,0,0,0,0,0,0,0
face145.png,0,0,0,0,0,0,0,0,1,0,0,0
face146.png,0,0,0,0,0,0,0,1,1,0,0,0
face147.png,0,0,0,0,1,0,0,0,0,0,0,0
face148.png,0,0,0,0,1,0,0,0,0,0,0,0
face149.png,0,0,0,0,0,0,0,1,0,0,0,0
face150.png,0,0,0,0,0,0,0,0,0,0,0,0
face151.png,0,0,0,0,0,0,0,0,0,0,1,0
face152.png,0,0,0,0,0,0,0,0,0,0,0,0
face153.png,0,0,0,0,0,0,0,0,0,0,0,0
face154.png,0,0,0,0,0,0,0,0,0,0,0,0
face155.png,0,0,0,0,1,0,0,0,0,0,0,0
face157.png,0,0,0,0,0,0,1,0,0,0,1,0
face160.png,0,0,0,0,0,0,1,0,0,0,0,0
face161.png,0,0,0,0,0,0,0,0,0,0,0,0
face162.png,0,0,0,0,1,0,0,0,0,0,0,0
face163.png,0,0,0,0,0,0,0,1,0,0,0,0
face164.png,0,0,0,0,1,0,0,0,1,0,0,0
face165.png,0,0,0,0,0,0,0,0,1,0,0,0
face166.png,0,0,0,0,0,0,0,0,0,0,0,0
face167.png,0,0,0,0,1,0,0,0,0,0,0,0
face168.png,0,0,0,0,1,0,0,0,0,0,0,0
face170.png,0,0,0,0,1,0,0,0,0,0,0,0
face171.png,0,0,0,0,0,0,0,1,0,0,0,0
face173.png,0,0,0,0,1,0,0,0,1,0,0,0
face174.png,0,0,0,0,0,0,0,0,0,0,1,0
face175.png,0,0,0,0,0,0,0,0,0,0,0,0
face176.png,0,0,0,0,0,0,0,0,0,1,0,0
face177.png,0,0,0,0,0,0,0,0,0,0,0,0
face178.png,0,0,0,0,0,0,0,0,0,0,0,0
face179.png,0,0,0,0,1,0,0,0,0,0,0,0
face180.png,0,0,0,0,1,0,0,0,0,0,0,0
face181.png,0,0,0,0,0,0,0,0,0,0,0,0
face182.png,0,0,0,0,0,0,0,0,0,0,0,0
face183.png,0,0,0,0,1,0,0,0,0,0,0,0
face184.png,0,0,0,0,0,0,0,0,0,0,0,0
face185.png,0,0,0,0,0,0,0,0,1,0,0,0
face186.png,0,0,0,0,1,0,0,0,0,0,0,0
face187.png,0,0,0,0,0,0,0,0,0,0,0,0
face188.png,0,0,0,0,1,0,0,0,0,0,0,0
face189.png,0,0,0,0,1,0,0,0,0,0,0,0
face190.png,0,0,0,0,1,0,0,0,0,0,0,0
face191.png,0,0,0,0,0,0,0,0,1,0,0,0
face192.png,0,0,0,0,1,0,0,0,0,0,0,0
face193.png,0,0,0,0,0,0,0,0,0,0,0,0
face194.png,0,0,0,0,0,0,0,0,0,1,0,0
face195.png,0,0,0,0,1,0,0,0,0,0,0,0
face196.png,0,0,0,0,0,0,0,0,0,0,0,0
face197.png,0,0,0,0,0,0,0,0,0,0,0,0
face198.png,0,0,0,0,0,0,0,1,0,0,0,0
face199.png,0,0,0,0,0,0,0,0,0,0,0,0
face200.png,0,0,0,0,0,0,0,0,0,0,0,0
face201.png,0,0,0,0,0,0,0,0,0,0,0,0
face203.png,0,0,0,0,0,0,0,0,0,0,0,0
face204.png,0,0,0,0,0,0,0,0,0,0,0,0
face205.png,0,0,0,0,0,0,0,0,1,0,0,0
face206.png,0,0,0,0,0,0,0,0,1,0,0,0
face207.png,0,0,0,0,0,0,0,0,0,0,0,0
face208.png,0,0,0,0,0,0,0,0,0,0,0,0
face209.png,0,0,0,0,0,0,0,0,0,0,0,0
face210.png,0,0,0,0,0,0,0,0,0,0,0,0
face211.png,0,0,0,0,0,0,0,0,0,0,0,0
face212.png,0,0,0,0,1,0,0,0,0,0,0,0
face213.png,0,0,0,0,1,0,0,0,0,0,0,0
face214.png,0,0,0,0,1,0,0,0,0,0,0,0
face215.png,0,0,0,0,1,0,0,0,0,0,0,0
face216.png,0,0,0,0,0,0,0,1,0,0,0,0
face217.png,0,0,0,0,0,0,0,1,0,0,0,0
face218.png,0,0,0,0,1,0,0,0,0,0,0,0
face219.png,0,0,0,0,1,0,0,0,0,0,0,0
face220.png,0,0,0,0,0,0,0,1,1,0,0,0
face221.png,0,0,0,0,0,0,0,0,0,0,0,0
face222.png,0,0,0,0,1,0,0,0,0,0,0,0
face223.png,0,0,0,0,0,0,0,0,0,0,0,0
face224.png,0,0,0,0,0,0,0,0,0,0,0,0
face225.png,0,0,0,0,0,0,0,0,0,0,0,0
face226.png,0,0,0,0,0,0,0,0,0,0,0,0
face227.png,0,0,0,0,0,0,0,0,0,0,1,0
face228.png,0,0,0,0,0,0,0,0,1,0,0,0
face229.png,0,0,0,0,0,0,0,0,0,0,0,0
face230.png,0,0,0,0,1,0,0,0,0,0,0,0
face231.png,0,0,0,0,0,0,0,0,1,0,0,0
face232.png,0,0,0,0,0,0,0,0,0,0,0,0
face233.png,0,0,0,0,1,0,0,0,0,0,0,0
face235.png,0,0,0,0,1,0,0,1,0,0,0,0
face236.png,0,0,0,0,1,0,0,0,0,0,0,0
face237.png,0,0,0,0,0,0,0,1,0,0,1,0
face238.png,0,0,0,0,0,0,0,0,0,0,0,0
face240.png,0,0,0,0,0,0,0,0,0,0,0,0
face241.png,0,0,0,0,0,0,0,0,0,0,0,0
face242.png,0,0,0,0,0,0,0,0,0,0,0,0
face243.png,0,0,0,0,0,0,0,0,0,1,0,0
face244.png,0,0,0,0,0,0,0,1,0,0,0,0
face245.png,0,0,0,0,0,0,0,1,0,1,0,0
face246.png,0,0,0,0,0,0,0,0,0,0,0,0
face247.png,0,0,0,0,0,0,0,0,0,0,0,0
face248.png,0,0,0,0,0,0,0,0,0,0,0,0
face249.png,0,0,0,0,0,0,0,0,0,0,0,0
face250.png,0,0,0,0,1,0,0,0,0,0,0,0
face251.png,0,0,0,0,1,0,0,0,0,0,0,0
face252.png,0,0,0,0,0,0,0,0,0,0,0,0
face254.png,0,0,0,0,0,0,0,0,0,0,0,0
face255.png,0,0,0,0,0,0,0,0,0,0,0,0
face256.png,0,0,0,0,0,0,0,0,0,0,0,0
face257.png,0,0,0,0,0,0,0,0,0,0,0,0
face258.png,0,0,0,0,0,0,0,1,1,0,0,0
face259.png,0,0,0,0,0,0,0,0,0,0,0,0
face260.png,0,0,0,0,0,0,0,1,0,0,0,0
face261.png,0,0,0,0,0,0,0,0,0,0,0,0
face262.png,0,0,0,0,1,0,0,0,0,0,0,0
face263.png,0,0,0,0,0,0,0,0,0,0,0,0
face264.png,0,0,0,0,0,0,0,0,1,0,0,0
face265.png,0,0,0,0,1,0,0,0,0,0,0,0
face266.png,0,0,0,0,1,0,0,0,0,0,0,0
face267.png,0,0,0,0,0,0,0,0,0,0,0,0
face268.png,0,0,0,0,0,0,0,0,1,0,0,0
face269.png,0,0,0,0,0,0,0,0,0,0,0,0
face270.png,0,0,0,0,0,0,0,0,1,0,0,0
face271.png,0,0,0,0,1,0,0,0,0,0,0,0
face272.png,0,0,0,0,0,0,0,0,0,0,0,0
face273.png,0,0,0,0,0,0,0,0,0,0,0,0
face274.png,0,0,0,0,1,0,0,0,0,0,0,0
face275.png,0,0,0,0,1,0,0,0,0,0,0,0
face276.png,0,0,0,0,1,0,0,0,0,0,0,0
face277.png,0,0,0,0,0,0,0,0,0,0,0,0
face278.png,0,0,0,0,1,0,0,0,0,0,0,0
face279.png,0,0,0,0,0,0,0,0,0,0,0,0
face280.png,0,0,0,0,0,0,0,0,0,0,0,0
face281.png,0,0,0,0,0,0,0,0,0,0,0,0
face282.png,0,0,0,0,0,0,0,0,0,0,0,0
face283.png,0,0,0,0,0,0,0,0,0,0,0,0
face284.png,0,0,0,0,0,0,0,0,0,0,0,0
face285.png,0,0,0,0,0,0,0,0,0,0,0,0
face286.png,0,0,0,0,1,0,0,0,0,0,0,0
face287.png,0,0,0,0,0,0,0,0,0,0,0,0
face288.png,0,0,0,0,0,0,0,0,0,0,0,0
face289.png,0,0,0,0,1,0,0,0,0,0,0,0
face290.png,0,0,0,0,0,0,0,0,0,0,0,0
face291.png,0,0,0,0,0,0,0,0,0,0,0,0
face292.png,0,0,0,0,1,0,0,0,0,0,0,0
face293.png,0,0,0,0,0,0,0,0,0,0,0,0
face294.png,0,0,0,0,1,0,0,0,0,0,0,0
face295.png,0,0,0,0,0,0,0,1,0,0,0,0
face296.png,0,0,0,0,0,0,0,0,0,0,1,0
face297.png,0,0,0,0,0,0,0,0,0,0,0,0
face298.png,0,0,0,0,1,0,0,0,0,0,0,0
face299.png,0,0,0,0,0,0,0,0,0,0,0,0
face300.png,0,0,0,0,0,0,0,0,0,0,0,0
face301.png,0,0,0,0,0,0,0,0,0,1,1,0
face302.png,0,0,0,0,0,0,0,0,0,0,0,0
face303.png,0,0,0,0,1,0,0,0,0,0,0,0
face304.png,0,0,0,0,0,0,0,0,0,0,0,0
face305.png,0,0,0,0,0,0,0,0,0,0,0,0
face306.png,0,0,0,0,0,0,0,0,0,0,0,0
face307.png,0,0,0,0,0,0,0,0,1,0,0,0
face308.png,0,0,0,0,0,0,0,0,0,0,0,0
face309.png,0,0,0,0,0,0,0,0,0,0,0,0
face310.png,0,0,0,0,0,0,0,0,0,0,0,0
face311.png,0,0,0,0,0,0,0,0,0,0,0,0
face312.png,0,0,0,0,1,0,0,0,0,0,0,0
face313.png,0,0,0,0,0,0,0,0,0,0,0,0
face314.png,0,0,0,0,1,0,0,0,1,0,0,0
face316.png,0,0,0,0,0,0,0,0,0,0,1,0
face317.png,0,0,0,0,0,0,0,1,0,1,0,0
face319.png,0,0,0,0,1,0,0,0,0,0,0,0
face320.png,0,0,0,0,0,0,0,0,0,0,0,0
face321.png,0,0,0,0,1,0,0,0,0,0,0,0
face322.png,0,0,0,0,0,0,1,0,0,0,1,0
face323.png,0,0,0,0,0,0,0,1,0,0,0,0
face325.png,0,0,0,0,0,0,0,0,0,0,1,0
face326.png,0,0,0,0,0,0,0,1,0,1,0,0
face327.png,0,0,0,0,0,0,0,0,0,0,0,0
face328.png,0,0,0,0,1,0,0,0,0,0,0,0
face329.png,0,0,0,0,1,0,0,0,0,0,0,0
face330.png,0,0,0,0,0,0,0,0,0,0,0,0
face331.png,0,0,0,0,0,0,0,0,0,0,0,0
face332.png,0,0,0,0,0,0,0,0,1,0,0,0
face333.png,0,0,0,0,0,0,0,0,1,1,0,0
face334.png,0,0,0,0,0,0,0,0,0,0,0,0
face335.png,0,0,0,0,1,0,0,0,0,0,0,0
face336.png,0,0,0,0,0,0,0,0,0,0,0,0
face337.png,0,0,0,0,1,0,0,0,0,0,0,0
face338.png,0,0,0,0,0,0,0,0,0,1,0,0
face339.png,0,0,0,0,0,0,0,0,0,1,0,0
face340.png,0,0,0,0,0,0,0,0,0,1,0,0
face341.png,0,0,0,0,1,0,0,0,0,0,0,0
face342.png,0,0,0,0,0,0,0,0,0,1,0,0
face343.png,0,0,0,0,0,0,0,1,0,1,0,0
face344.png,0,0,0,0,1,0,0,0,0,0,0,0
face346.png,0,0,0,0,0,0,0,0,0,0,0,0
face347.png,0,0,0,0,0,0,0,0,0,0,0,0
face349.png,0,0,0,0,0,0,1,0,0,0,0,0
face350.png,0,0,0,0,1,0,0,0,1,0,0,0
face352.png,0,0,0,0,0,0,0,0,0,0,0,0
face353.png,0,0,0,0,1,0,0,0,0,0,0,0
face354.png,0,0,0,0,0,0,0,0,1,0,0,0
face355.png,0,0,0,0,0,0,0,0,0,0,0,0
face356.png,0,0,0,0,0,0,0,0,0,0,0,0
face357.png,0,0,0,0,0,0,0,0,0,0,0,0
face358.png,0,0,0,0,0,0,0,0,0,0,0,0
face359.png,0,0,0,0,1,0,0,0,0,0,0,0
face360.png,0,0,0,0,0,0,0,0,0,0,0,0
face361.png,0,0,0,0,0,0,0,0,0,0,0,0
face362.png,0,0,0,0,0,0,0,0,0,0,0,0
face363.png,0,0,0,0,1,0,0,0,0,0,0,0
face364.png,0,0,0,0,1,0,0,0,0,0,0,0
face365.png,0,0,0,0,1,0,0,0,0,0,0,0
face366.png,0,0,0,0,0,0,0,0,0,0,0,0
face367.png,0,0,0,0,1,0,0,0,0,0,0,0
face368.png,0,0,0,0,1,0,0,0,0,0,0,0
face370.png,0,0,0,0,1,0,0,0,0,0,0,0
face371.png,0,0,0,0,0,0,0,0,0,0,0,0
face372.png,0,0,0,0,0,0,0,0,0,0,0,0
face373.png,0,0,0,0,0,0,0,0,0,0,0,0
face374.png,0,0,0,0,0,0,0,0,0,0,0,0
face375.png,0,0,0,0,0,0,0,1,0,0,0,0
face376.png,0,0,0,0,1,0,0,1,0,0,0,0
face377.png,0,0,0,0,1,0,0,0,0,0,0,0
face378.png,0,0,0,0,0,0,0,0,0,0,0,0
face379.png,0,0,0,0,0,0,0,0,0,0,0,0
face380.png,0,0,0,0,0,0,0,0,1,0,0,0
face381.png,0,0,0,0,0,0,0,0,0,0,0,0
face382.png,0,0,0,0,0,0,0,0,0,0,0,0
face383.png,0,0,0,0,0,0,0,0,0,0,0,0
face384.png,0,0,0,0,0,0,0,0,0,0,0,0
face385.png,0,0,0,0,1,0,0,0,0,0,0,0
face386.png,0,0,0,0,0,0,0,0,1,0,0,0
face387.png,0,0,0,0,0,0,0,0,0,0,0,0
face388.png,0,0,0,0,0,0,0,0,1,0,0,0
face389.png,0,0,0,0,0,0,0,0,0,0,0,0
face390.png,0,0,0,0,0,0,1,0,0,0,0,0
face391.png,0,0,0,0,1,0,0,0,0,0,0,0
face392.png,0,0,0,0,0,0,0,1,0,0,0,0
face393.png,0,0,0,0,0,0,0,0,0,0,0,0
face394.png,0,0,0,0,0,0,1,0,0,0,0,0
face395.png,0,0,0,0,0,0,0,0,1,1,0,0
face396.png,0,0,0,0,0,0,0,0,0,1,0,0
face398.png,0,0,0,0,0,0,0,0,0,0,0,0
face399.png,0,0,0,0,0,0,0,0,1,0,0,0
face400.png,0,0,0,0,0,0,0,1,0,0,0,0
face402.png,0,0,0,0,0,0,0,0,1,0,0,0
face403.png,0,0,0,0,0,0,0,0,0,0,0,0
face404.png,0,0,0,0,0,0,0,0,1,0,1,0
face405.png,0,0,0,0,0,0,0,0,0,0,0,0
face406.png,0,0,0,0,0,0,0,0,0,0,0,0
face408.png,0,0,0,0,1,0,0,0,0,0,0,0
face412.png,0,0,0,0,0,0,0,0,0,0,0,0
face413.png,0,0,0,0,0,0,0,0,0,0,0,0
face414.png,0,0,0,0,1,0,0,0,0,0,0,0
face415.png,0,0,0,0,0,0,0,1,0,0,0,0
face417.png,0,0,0,0,0,0,0,0,0,0,0,0
face418.png,0,0,0,0,1,0,0,0,0,0,0,0
face419.png,0,0,0,0,0,0,0,0,1,0,0,0
face420.png,0,0,0,0,0,0,0,0,0,0,0,0
face421.png,0,0,0,0,0,0,0,0,0,0,1,0
face422.png,0,0,0,0,0,0,0,0,0,0,1,0
face423.png,0,0,0,0,0,0,0,0,0,1,1,0
face424.png,0,0,0,0,1,0,0,0,0,0,0,0
face425.png,0,0,0,0,1,0,0,1,0,0,0,0
face426.png,0,0,0,0,0,0,0,1,0,0,0,0
face427.png,0,0,0,0,0,0,0,1,0,0,0,0
face428.png,0,0,0,0,1,0,0,0,0,0,0,0
face429.png,0,0,0,0,0,0,0,0,0,0,0,0
face431.png,0,0,0,0,0,0,0,1,0,1,0,0
face432.png,0,0,0,0,0,0,0,1,0,0,0,0
face433.png,0,0,0,0,0,0,0,0,0,0,0,0
face434.png,0,0,0,0,0,0,0,0,0,0,0,0
face435.png,0,0,0,0,0,0,0,0,0,1,0,0
face436.png,0,0,0,0,0,0,0,0,0,0,0,0
face437.png,0,0,0,0,0,0,0,0,0,1,0,0
face438.png,0,0,0,0,1,0,0,0,0,0,0,0
face439.png,0,0,0,0,0,0,1,0,0,0,0,0
face440.png,0,0,0,0,0,0,1,0,0,0,0,0
face441.png,0,0,0,0,0,0,0,0,0,0,0,0
face442.png,0,0,0,0,1,0,0,0,0,0,0,0
face443.png,0,0,0,0,0,0,0,0,0,1,0,0
face444.png,0,0,0,0,0,0,0,0,1,0,0,0
face445.png,0,0,0,0,0,0,0,0,1,0,1,0
face446.png,0,0,0,0,0,0,0,0,1,0,0,0
face448.png,0,0,0,0,0,0,0,0,1,1,0,0
face449.png,0,0,0,0,0,0,0,0,0,1,0,0
face450.png,0,0,0,0,1,0,0,0,0,0,0,0
face451.png,0,0,0,0,0,0,0,0,0,1,0,0
face453.png,0,0,0,0,1,0,0,0,0,0,0,0
face454.png,0,0,0,0,1,0,0,0,0,0,0,0
face455.png,0,0,0,0,1,0,0,0,0,0,0,0
face456.png,0,0,0,0,1,0,0,0,0,0,0,0
face457.png,0,0,0,0,1,0,0,0,0,0,0,0
face459.png,0,0,0,0,0,0,0,0,1,0,0,0
face461.png,0,0,0,0,0,0,0,0,0,0,0,0
face462.png,0,0,0,0,0,0,0,0,0,1,0,0
face463.png,0,0,0,0,1,0,0,0,0,0,0,0
face465.png,0,0,0,0,0,0,0,0,0,0,0,0
face466.png,0,0,0,0,0,0,0,0,1,0,0,0
face467.png,0,0,0,0,0,0,0,0,0,0,0,0
face468.png,0,0,0,0,1,0,0,0,0,0,0,0
face470.png,0,0,0,0,1,0,0,0,0,0,0,0
face471.png,0,0,0,0,0,0,0,0,0,1,0,0
face472.png,0,0,0,0,0,0,0,0,0,0,0,0
face473.png,0,0,0,0,0,0,0,0,1,0,0,0
face474.png,0,0,0,0,0,0,0,1,1,0,0,0
face475.png,0,0,0,0,0,0,0,1,0,0,0,0
face476.png,0,0,0,0,0,0,0,1,0,0,0,0
face477.png,0,0,0,0,1,0,0,0,0,0,0,0
face478.png,0,0,0,0,0,0,0,1,0,0,0,0
face479.png,0,0,0,0,1,0,0,0,0,0,0,0
face480.png,0,0,0,0,1,0,0,0,0,0,0,0
face481.png,0,0,0,0,0,0,0,1,0,0,0,0
face482.png,0,0,0,0,0,0,0,0,0,0,1,0
face483.png,0,0,0,0,0,0,0,1,0,0,0,0
face484.png,0,0,0,0,1,0,0,0,0,0,0,0
face485.png,0,0,0,0,0,0,0,1,0,0,0,0
face486.png,0,0,0,0,0,0,0,0,0,0,0,0
face487.png,0,0,0,0,1,0,0,0,0,0,0,0
face488.png,0,0,0,0,0,0,0,0,0,0,0,0
face490.png,0,0,0,0,0,0,0,0,0,0,1,0
face492.png,0,0,0,0,0,0,0,0,0,0,0,0
face493.png,0,0,0,0,0,0,0,1,0,0,0,0
face494.png,0,0,0,0,1,0,0,1,0,0,0,0
face495.png,0,0,0,0,0,0,0,0,0,1,0,0
face496.png,0,0,0,0,0,0,0,1,1,0,0,0
face497.png,0,0,0,0,0,0,0,0,1,0,0,0
face498.png,0,0,0,0,0,0,0,1,0,0,0,0
face499.png,0,0,0,0,1,0,0,0,0,0,0,0
face500.png,0,0,0,0,1,0,0,0,0,0,0,0
face501.png,0,0,0,0,0,0,0,0,0,0,0,0
face502.png,0,0,0,0,1,0,0,0,0,0,0,0
face504.png,0,0,0,0,0,0,0,0,0,0,0,0
face505.png,0,0,0,0,0,0,0,0,0,0,1,0
face506.png,0,0,0,0,0,0,0,1,0,0,0,0
face507.png,0,0,0,0,0,0,0,0,0,0,1,0
face508.png,0,0,0,0,0,0,0,0,0,0,0,0
face509.png,0,0,0,0,0,0,0,0,1,0,0,0
face510.png,0,0,0,0,0,0,0,0,0,0,0,0
face511.png,0,0,0,0,1,0,0,0,0,0,0,0
face512.png,0,0,0,0,0,0,0,0,0,0,0,0
face513.png,0,0,0,0,1,0,0,0,0,0,0,0
face514.png,0,0,0,0,0,0,0,0,0,0,1,0
face515.png,0,0,0,0,0,0,0,0,0,0,0,0
face516.png,0,0,0,0,0,0,0,0,0,0,0,0
face517.png,0,0,0,0,0,0,0,0,1,0,0,0
face518.png,0,0,0,0,0,0,0,0,0,0,0,0
face519.png,0,0,0,0,1,0,0,0,1,0,0,0
