img_name,silh_x1,silh_y1,silh_x2,silh_y2,faceimg_name,face_x1,face_y1,face_x2,face_y2
13_Interview_Interview_2_People_Visible_13_262.jpg,697,332,832,492,face48.png,739,344,780,393
13_Interview_Interview_2_People_Visible_13_262.jpg,2,245,83,357,face49.png,28,204,70,252
13_Interview_Interview_2_People_Visible_13_262.jpg,252,317,563,581,face50.png,434,270,480,325
13_Interview_Interview_2_People_Visible_13_262.jpg,439,307,595,598,face50.png,434,270,480,325
13_Interview_Interview_2_People_Visible_13_262.jpg,130,191,235,334,face51.png,196,212,231,250
13_Interview_Interview_2_People_Visible_13_262.jpg,252,317,563,581,face52.png,438,286,494,350
13_Interview_Interview_2_People_Visible_13_262.jpg,439,307,595,598,face52.png,438,286,494,350
13_Interview_Interview_2_People_Visible_13_262.jpg,130,191,235,334,face53.png,171,205,206,244
13_Interview_Interview_2_People_Visible_13_267.jpg,126,31,1011,1224,face54.png,365,186,680,599
13_Interview_Interview_2_People_Visible_13_270.jpg,160,39,969,766,face55.png,496,97,696,356
13_Interview_Interview_2_People_Visible_13_273.jpg,22,0,770,784,face56.png,188,7,491,418
13_Interview_Interview_2_People_Visible_13_289.jpg,63,13,838,576,face57.png,396,52,594,391
13_Interview_Interview_2_People_Visible_13_321.jpg,69,44,1016,845,face58.png,357,105,617,550
13_Interview_Interview_2_People_Visible_13_327.jpg,9,101,655,782,face59.png,597,144,750,400
13_Interview_Interview_2_People_Visible_13_327.jpg,542,94,946,772,face59.png,597,144,750,400
13_Interview_Interview_2_People_Visible_13_327.jpg,9,101,655,782,face60.png,360,185,532,461
13_Interview_Interview_2_People_Visible_13_329.jpg,127,40,645,570,face61.png,293,120,381,263
13_Interview_Interview_2_People_Visible_13_351.jpg,213,16,975,583,face62.png,545,35,777,321
13_Interview_Interview_2_People_Visible_13_36.jpg,230,36,734,752,face63.png,385,77,514,229
13_Interview_Interview_2_People_Visible_13_366.jpg,0,212,513,764,face64.png,246,282,461,553
13_Interview_Interview_2_People_Visible_13_380.jpg,55,5,955,620,face65.png,319,27,683,433
13_Interview_Interview_2_People_Visible_13_394.jpg,635,161,957,628,face66.png,716,184,785,282
13_Interview_Interview_2_People_Visible_13_394.jpg,100,150,385,614,face67.png,228,183,297,270
13_Interview_Interview_2_People_Visible_13_395.jpg,173,28,1018,718,face68.png,544,113,840,578
13_Interview_Interview_2_People_Visible_13_406.jpg,22,55,861,1125,face69.png,247,29,578,608
13_Interview_Interview_2_People_Visible_13_425.jpg,229,28,812,1339,face70.png,481,128,681,404
13_Interview_Interview_2_People_Visible_13_450.jpg,52,148,867,569,face71.png,174,214,420,389
13_Interview_Interview_2_People_Visible_13_451.jpg,354,49,969,544,face72.png,582,94,744,359
13_Interview_Interview_2_People_Visible_13_455.jpg,337,36,790,450,face73.png,539,65,650,223
13_Interview_Interview_2_People_Visible_13_469.jpg,628,150,1011,727,face74.png,761,220,851,361
13_Interview_Interview_2_People_Visible_13_469.jpg,665,316,787,577,face74.png,761,220,851,361
13_Interview_Interview_2_People_Visible_13_469.jpg,628,150,1011,727,face75.png,710,339,777,436
13_Interview_Interview_2_People_Visible_13_469.jpg,665,316,787,577,face75.png,710,339,777,436
13_Interview_Interview_2_People_Visible_13_469.jpg,21,43,364,582,face76.png,216,72,295,192
13_Interview_Interview_2_People_Visible_13_469.jpg,628,150,1011,727,face77.png,946,292,1014,387
13_Interview_Interview_2_People_Visible_13_469.jpg,944,283,1023,417,face77.png,946,292,1014,387
13_Interview_Interview_2_People_Visible_13_469.jpg,949,312,1024,715,face77.png,946,292,1014,387
13_Interview_Interview_2_People_Visible_13_469.jpg,349,81,685,696,face78.png,465,107,562,249
13_Interview_Interview_2_People_Visible_13_473.jpg,17,56,310,701,face79.png,170,107,248,280
13_Interview_Interview_2_People_Visible_13_473.jpg,17,56,310,701,face80.png,95,490,185,686
13_Interview_Interview_2_People_Visible_13_473.jpg,31,481,218,716,face80.png,95,490,185,686
13_Interview_Interview_2_People_Visible_13_473.jpg,442,33,689,689,face81.png,543,105,612,275
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face81.png,543,105,612,275
13_Interview_Interview_2_People_Visible_13_473.jpg,442,33,689,689,face82.png,405,109,456,218
13_Interview_Interview_2_People_Visible_13_473.jpg,339,101,497,692,face82.png,405,109,456,218
13_Interview_Interview_2_People_Visible_13_473.jpg,359,152,411,238,face82.png,405,109,456,218
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face83.png,863,94,947,273
13_Interview_Interview_2_People_Visible_13_473.jpg,920,82,1023,644,face83.png,863,94,947,273
13_Interview_Interview_2_People_Visible_13_473.jpg,794,38,978,620,face83.png,863,94,947,273
13_Interview_Interview_2_People_Visible_13_473.jpg,442,33,689,689,face84.png,667,103,750,313
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face84.png,667,103,750,313
13_Interview_Interview_2_People_Visible_13_473.jpg,617,37,685,273,face84.png,667,103,750,313
13_Interview_Interview_2_People_Visible_13_473.jpg,339,101,497,692,face85.png,327,246,380,349
13_Interview_Interview_2_People_Visible_13_473.jpg,291,221,385,660,face85.png,327,246,380,349
13_Interview_Interview_2_People_Visible_13_473.jpg,920,82,1023,644,face86.png,948,137,1023,326
13_Interview_Interview_2_People_Visible_13_473.jpg,794,38,978,620,face86.png,948,137,1023,326
13_Interview_Interview_2_People_Visible_13_473.jpg,339,101,497,692,face87.png,372,181,407,242
13_Interview_Interview_2_People_Visible_13_473.jpg,359,152,411,238,face87.png,372,181,407,242
13_Interview_Interview_2_People_Visible_13_473.jpg,291,221,385,660,face87.png,372,181,407,242
13_Interview_Interview_2_People_Visible_13_473.jpg,920,82,1023,644,face88.png,947,76,990,150
13_Interview_Interview_2_People_Visible_13_473.jpg,794,38,978,620,face88.png,947,76,990,150
13_Interview_Interview_2_People_Visible_13_473.jpg,442,33,689,689,face89.png,622,68,681,192
13_Interview_Interview_2_People_Visible_13_473.jpg,598,66,922,688,face89.png,622,68,681,192
13_Interview_Interview_2_People_Visible_13_473.jpg,617,37,685,273,face89.png,622,68,681,192
13_Interview_Interview_2_People_Visible_13_485.jpg,410,167,794,754,face91.png,627,202,703,302
13_Interview_Interview_2_People_Visible_13_485.jpg,92,71,498,737,face92.png,271,106,341,218
13_Interview_Interview_2_People_Visible_13_488.jpg,293,41,870,639,face93.png,573,81,679,272
13_Interview_Interview_2_People_Visible_13_493.jpg,586,0,1023,348,face94.png,690,0,870,292
13_Interview_Interview_2_People_Visible_13_552.jpg,480,21,977,754,face95.png,772,63,861,206
13_Interview_Interview_2_People_Visible_13_560.jpg,53,31,702,837,face96.png,300,103,485,399
13_Interview_Interview_2_People_Visible_13_60.jpg,476,178,856,759,face97.png,325,142,490,363
13_Interview_Interview_2_People_Visible_13_60.jpg,6,122,530,752,face97.png,325,142,490,363
13_Interview_Interview_2_People_Visible_13_60.jpg,476,178,856,759,face98.png,510,228,666,414
13_Interview_Interview_2_People_Visible_13_60.jpg,6,122,530,752,face98.png,510,228,666,414
13_Interview_Interview_2_People_Visible_13_66.jpg,333,6,1021,669,face99.png,596,104,887,510
13_Interview_Interview_2_People_Visible_13_8.jpg,568,77,769,337,face100.png,620,100,683,173
13_Interview_Interview_2_People_Visible_13_8.jpg,517,3,649,139,face100.png,620,100,683,173
13_Interview_Interview_2_People_Visible_13_8.jpg,654,1,763,212,face100.png,620,100,683,173
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face101.png,228,22,284,86
13_Interview_Interview_2_People_Visible_13_8.jpg,170,3,315,250,face101.png,228,22,284,86
13_Interview_Interview_2_People_Visible_13_8.jpg,274,1,383,80,face101.png,228,22,284,86
13_Interview_Interview_2_People_Visible_13_8.jpg,172,1,238,102,face101.png,228,22,284,86
13_Interview_Interview_2_People_Visible_13_8.jpg,178,41,350,339,face101.png,228,22,284,86
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face102.png,385,12,438,71
13_Interview_Interview_2_People_Visible_13_8.jpg,380,1,505,241,face102.png,385,12,438,71
13_Interview_Interview_2_People_Visible_13_8.jpg,438,0,505,104,face102.png,385,12,438,71
13_Interview_Interview_2_People_Visible_13_8.jpg,568,77,769,337,face103.png,526,66,573,120
13_Interview_Interview_2_People_Visible_13_8.jpg,517,3,649,139,face103.png,526,66,573,120
13_Interview_Interview_2_People_Visible_13_8.jpg,497,47,607,191,face103.png,526,66,573,120
13_Interview_Interview_2_People_Visible_13_8.jpg,568,77,769,337,face104.png,520,173,572,235
13_Interview_Interview_2_People_Visible_13_8.jpg,487,155,586,342,face104.png,520,173,572,235
13_Interview_Interview_2_People_Visible_13_8.jpg,497,47,607,191,face104.png,520,173,572,235
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face105.png,325,66,393,155
13_Interview_Interview_2_People_Visible_13_8.jpg,380,1,505,241,face105.png,325,66,393,155
13_Interview_Interview_2_People_Visible_13_8.jpg,274,1,383,80,face105.png,325,66,393,155
13_Interview_Interview_2_People_Visible_13_8.jpg,178,41,350,339,face105.png,325,66,393,155
13_Interview_Interview_2_People_Visible_13_8.jpg,754,20,852,293,face106.png,806,170,851,239
13_Interview_Interview_2_People_Visible_13_8.jpg,765,163,851,323,face106.png,806,170,851,239
13_Interview_Interview_2_People_Visible_13_8.jpg,568,77,769,337,face107.png,673,49,711,85
13_Interview_Interview_2_People_Visible_13_8.jpg,654,1,763,212,face107.png,673,49,711,85
13_Interview_Interview_2_People_Visible_13_8.jpg,212,50,488,347,face108.png,223,161,275,214
13_Interview_Interview_2_People_Visible_13_8.jpg,170,3,315,250,face108.png,223,161,275,214
13_Interview_Interview_2_People_Visible_13_8.jpg,178,146,278,350,face108.png,223,161,275,214
13_Interview_Interview_2_People_Visible_13_8.jpg,178,41,350,339,face108.png,223,161,275,214
13_Interview_Interview_2_People_Visible_13_8.jpg,568,77,769,337,face109.png,577,95,608,124
13_Interview_Interview_2_People_Visible_13_8.jpg,517,3,649,139,face109.png,577,95,608,124
13_Interview_Interview_2_People_Visible_13_8.jpg,497,47,607,191,face109.png,577,95,608,124
13_Interview_Interview_2_People_Visible_13_92.jpg,348,35,498,355,face110.png,397,61,437,113
13_Interview_Interview_2_People_Visible_13_92.jpg,876,157,978,359,face111.png,893,174,939,220
13_Interview_Interview_2_People_Visible_13_92.jpg,607,137,977,550,face111.png,893,174,939,220
13_Interview_Interview_2_People_Visible_13_96.jpg,790,276,1014,579,face112.png,856,305,902,368
13_Interview_Interview_2_People_Visible_13_96.jpg,429,281,791,673,face113.png,502,295,558,377
13_Interview_Interview_2_People_Visible_13_96.jpg,151,292,585,668,face113.png,502,295,558,377
13_Interview_Interview_2_People_Visible_13_96.jpg,151,292,585,668,face114.png,237,332,284,406
13_Interview_Interview_2_People_Visible_13_96.jpg,2,335,294,677,face114.png,237,332,284,406
13_Interview_Interview_2_People_Visible_13_96.jpg,151,292,585,668,face115.png,128,383,177,478
13_Interview_Interview_2_People_Visible_13_96.jpg,2,335,294,677,face115.png,128,383,177,478
13_Interview_Interview_On_Location_13_1035.jpg,375,234,650,651,face116.png,410,278,514,381
13_Interview_Interview_On_Location_13_1044.jpg,0,5,946,671,face117.png,511,59,729,381
13_Interview_Interview_On_Location_13_108.jpg,137,297,803,1497,face118.png,305,372,453,633
13_Interview_Interview_On_Location_13_110.jpg,80,26,738,634,face119.png,280,99,557,466
13_Interview_Interview_On_Location_13_126.jpg,183,65,859,571,face120.png,442,173,646,372
13_Interview_Interview_On_Location_13_129.jpg,208,0,860,573,face121.png,383,1,592,238
13_Interview_Interview_On_Location_13_132.jpg,503,154,632,599,face122.png,535,177,568,222
13_Interview_Interview_On_Location_13_132.jpg,430,141,535,573,face122.png,535,177,568,222
13_Interview_Interview_On_Location_13_132.jpg,766,117,905,603,face123.png,801,138,843,186
13_Interview_Interview_On_Location_13_132.jpg,648,147,778,589,face124.png,701,166,732,214
13_Interview_Interview_On_Location_13_132.jpg,114,139,262,557,face125.png,176,151,202,194
13_Interview_Interview_On_Location_13_132.jpg,430,141,535,573,face126.png,461,160,494,208
13_Interview_Interview_On_Location_13_132.jpg,241,142,397,606,face127.png,304,165,333,207
13_Interview_Interview_On_Location_13_15.jpg,1,33,265,565,face128.png,122,96,202,182
13_Interview_Interview_On_Location_13_166.jpg,84,21,926,1024,face129.png,377,65,662,489
13_Interview_Interview_On_Location_13_17.jpg,199,0,1024,695,face130.png,344,15,791,647
13_Interview_Interview_On_Location_13_172.jpg,271,4,1019,575,face131.png,575,119,801,436
13_Interview_Interview_On_Location_13_179.jpg,47,104,818,707,face132.png,313,175,565,573
13_Interview_Interview_On_Location_13_179.jpg,47,104,818,707,face133.png,681,287,838,495
13_Interview_Interview_On_Location_13_179.jpg,622,262,1008,665,face133.png,681,287,838,495
13_Interview_Interview_On_Location_13_179.jpg,47,104,818,707,face134.png,0,232,172,541
13_Interview_Interview_On_Location_13_179.jpg,2,118,258,665,face134.png,0,232,172,541
13_Interview_Interview_On_Location_13_180.jpg,202,13,816,471,face135.png,458,33,626,284
13_Interview_Interview_On_Location_13_187.jpg,510,16,878,516,face136.png,654,42,741,194
13_Interview_Interview_On_Location_13_187.jpg,97,26,527,521,face137.png,282,81,388,238
13_Interview_Interview_On_Location_13_19.jpg,138,58,455,380,face138.png,397,190,444,236
13_Interview_Interview_On_Location_13_19.jpg,433,79,544,312,face138.png,397,190,444,236
13_Interview_Interview_On_Location_13_19.jpg,698,126,929,322,face139.png,782,153,861,235
13_Interview_Interview_On_Location_13_19.jpg,138,58,455,380,face140.png,312,99,349,136
13_Interview_Interview_On_Location_13_19.jpg,528,55,642,218,face141.png,587,73,621,104
13_Interview_Interview_On_Location_13_19.jpg,514,68,649,341,face141.png,587,73,621,104
13_Interview_Interview_On_Location_13_190.jpg,236,215,496,653,face142.png,283,224,327,287
13_Interview_Interview_On_Location_13_199.jpg,414,222,725,1016,face143.png,499,257,592,391
13_Interview_Interview_On_Location_13_199.jpg,692,131,1012,1024,face144.png,731,202,835,337
13_Interview_Interview_On_Location_13_199.jpg,0,225,166,1016,face145.png,3,274,88,396
13_Interview_Interview_On_Location_13_199.jpg,124,205,459,1023,face146.png,250,249,348,386
13_Interview_Interview_On_Location_13_199.jpg,692,131,1012,1024,face147.png,939,160,1020,313
13_Interview_Interview_On_Location_13_199.jpg,920,132,1024,963,face147.png,939,160,1020,313
13_Interview_Interview_On_Location_13_205.jpg,127,8,876,565,face148.png,309,86,561,458
13_Interview_Interview_On_Location_13_208.jpg,167,36,873,470,face149.png,665,89,812,311
13_Interview_Interview_On_Location_13_225.jpg,189,96,784,1038,face150.png,412,128,579,366
13_Interview_Interview_On_Location_13_229.jpg,65,119,571,703,face151.png,183,253,339,462
13_Interview_Interview_On_Location_13_229.jpg,412,152,932,675,face152.png,631,238,770,430
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face153.png,490,81,570,186
13_Interview_Interview_On_Location_13_240.jpg,386,64,677,397,face153.png,490,81,570,186
13_Interview_Interview_On_Location_13_240.jpg,711,41,1024,633,face154.png,887,90,965,225
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face155.png,214,120,294,239
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face156.png,467,328,522,379
13_Interview_Interview_On_Location_13_240.jpg,386,64,677,397,face156.png,467,328,522,379
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face157.png,487,567,586,670
13_Interview_Interview_On_Location_13_240.jpg,464,554,588,679,face157.png,487,567,586,670
13_Interview_Interview_On_Location_13_240.jpg,711,41,1024,633,face158.png,740,379,857,481
13_Interview_Interview_On_Location_13_240.jpg,26,92,582,664,face159.png,479,522,546,611
13_Interview_Interview_On_Location_13_240.jpg,464,554,588,679,face159.png,479,522,546,611
13_Interview_Interview_On_Location_13_244.jpg,192,1,973,570,face160.png,216,9,902,576
13_Interview_Interview_On_Location_13_247.jpg,67,25,790,576,face161.png,357,84,568,388
13_Interview_Interview_On_Location_13_254.jpg,383,173,930,567,face162.png,589,243,785,497
13_Interview_Interview_On_Location_13_260.jpg,0,184,425,762,face163.png,127,226,274,439
13_Interview_Interview_On_Location_13_260.jpg,404,173,766,760,face164.png,495,243,632,434
13_Interview_Interview_On_Location_13_260.jpg,711,56,1021,756,face165.png,819,128,985,336
13_Interview_Interview_On_Location_13_270.jpg,664,2,1024,568,face166.png,710,90,880,371
13_Interview_Interview_On_Location_13_270.jpg,0,0,473,564,face167.png,198,60,372,281
13_Interview_Interview_On_Location_13_270.jpg,352,237,678,573,face167.png,198,60,372,281
13_Interview_Interview_On_Location_13_270.jpg,156,166,687,561,face167.png,198,60,372,281
13_Interview_Interview_On_Location_13_270.jpg,0,0,473,564,face168.png,417,328,577,527
13_Interview_Interview_On_Location_13_270.jpg,352,237,678,573,face168.png,417,328,577,527
13_Interview_Interview_On_Location_13_270.jpg,156,166,687,561,face168.png,417,328,577,527
13_Interview_Interview_On_Location_13_270.jpg,0,0,473,564,face169.png,37,407,278,579
13_Interview_Interview_On_Location_13_270.jpg,156,166,687,561,face169.png,37,407,278,579
13_Interview_Interview_On_Location_13_276.jpg,148,0,1005,673,face170.png,228,0,848,661
13_Interview_Interview_On_Location_13_276.jpg,15,0,613,660,face170.png,228,0,848,661
13_Interview_Interview_On_Location_13_282.jpg,530,17,1017,554,face171.png,662,68,834,292
13_Interview_Interview_On_Location_13_284.jpg,296,26,617,568,face173.png,450,58,536,181
13_Interview_Interview_On_Location_13_284.jpg,75,196,237,401,face174.png,109,221,146,277
13_Interview_Interview_On_Location_13_287.jpg,266,32,673,613,face175.png,406,67,511,198
13_Interview_Interview_On_Location_13_287.jpg,637,26,1023,619,face176.png,775,100,893,234
13_Interview_Interview_On_Location_13_287.jpg,4,97,297,614,face177.png,132,146,242,271
13_Interview_Interview_On_Location_13_303.jpg,33,79,1001,1276,face178.png,409,136,721,583
13_Interview_Interview_On_Location_13_311.jpg,546,20,767,463,face179.png,632,42,691,124
13_Interview_Interview_On_Location_13_311.jpg,636,539,821,759,face180.png,649,563,721,660
13_Interview_Interview_On_Location_13_311.jpg,190,63,607,572,face181.png,278,78,326,173
13_Interview_Interview_On_Location_13_311.jpg,190,63,607,572,face182.png,246,25,323,173
13_Interview_Interview_On_Location_13_312.jpg,330,163,826,676,face183.png,534,220,673,418
13_Interview_Interview_On_Location_13_33.jpg,1,54,278,379,face184.png,113,81,190,189
13_Interview_Interview_On_Location_13_33.jpg,697,37,996,400,face185.png,791,52,865,166
13_Interview_Interview_On_Location_13_33.jpg,327,59,555,374,face186.png,403,96,480,189
13_Interview_Interview_On_Location_13_33.jpg,383,56,771,449,face186.png,403,96,480,189
13_Interview_Interview_On_Location_13_330.jpg,399,124,760,563,face187.png,491,183,580,277
13_Interview_Interview_On_Location_13_338.jpg,301,73,589,680,face188.png,530,365,647,516
13_Interview_Interview_On_Location_13_338.jpg,345,294,820,664,face188.png,530,365,647,516
13_Interview_Interview_On_Location_13_338.jpg,301,73,589,680,face189.png,399,117,488,246
13_Interview_Interview_On_Location_13_338.jpg,345,294,820,664,face190.png,749,395,841,534
13_Interview_Interview_On_Location_13_338.jpg,693,359,877,659,face190.png,749,395,841,534
13_Interview_Interview_On_Location_13_344.jpg,125,87,737,730,face191.png,364,112,497,301
13_Interview_Interview_On_Location_13_360.jpg,212,0,878,558,face192.png,449,0,668,281
13_Interview_Interview_On_Location_13_382.jpg,271,0,798,555,face193.png,453,3,647,312
13_Interview_Interview_On_Location_13_384.jpg,660,311,1016,754,face194.png,743,335,868,507
13_Interview_Interview_On_Location_13_384.jpg,346,389,650,755,face195.png,463,429,562,551
13_Interview_Interview_On_Location_13_385.jpg,645,33,974,642,face196.png,802,56,868,143
13_Interview_Interview_On_Location_13_385.jpg,59,21,354,634,face197.png,206,51,273,135
13_Interview_Interview_On_Location_13_385.jpg,399,62,631,612,face198.png,487,75,548,158
13_Interview_Interview_On_Location_13_389.jpg,583,347,1024,713,face199.png,691,71,910,347
13_Interview_Interview_On_Location_13_389.jpg,571,25,1024,699,face199.png,691,71,910,347
13_Interview_Interview_On_Location_13_389.jpg,546,66,719,345,face199.png,691,71,910,347
13_Interview_Interview_On_Location_13_389.jpg,583,347,1024,713,face200.png,701,387,848,558
